Team,day,UPS Location,Pickup Time,notes,Hotel
All Teams,"1,2","ALS COURIER: 1745 Walden Ave, Cheektowaga, NY 14225",10:00:00 AM,ALS courier will pick up from the hotel. Confirmed that hotel will hold coolers for pick up.,"1745 Walden Ave, Cheektowaga, NY 14225"
